X	Y
538.400	9029.870
538.410	9029.930
538.390	9030.010
538.320	9030.050
538.260	9029.990
538.190	9029.950
538.160	9030.010
538.160	9030.090
538.170	9030.210
538.200	9030.280
538.220	9030.350
538.230	9030.410
538.250	9030.530
538.260	9030.630
538.270	9030.690
538.310	9030.750
538.340	9030.830
538.400	9030.930
538.390	9031.010
538.360	9031.110
538.350	9031.170
538.330	9031.240
538.340	9031.360
538.370	9031.470
538.420	9031.520
538.520	9031.590
538.590	9031.650
538.660	9031.660
538.710	9031.690
538.750	9031.740
538.720	9031.790
538.710	9031.850
538.690	9031.940
538.670	9031.990
538.630	9032.040
538.540	9032.090
538.480	9032.130
538.420	9032.110
538.350	9032.080
538.300	9032.060
538.220	9032.090
538.210	9032.160
538.260	9032.270
538.350	9032.350
538.420	9032.360
538.490	9032.390
538.550	9032.430
538.600	9032.490
538.670	9032.510
538.760	9032.420
538.860	9032.380
538.900	9032.420
538.880	9032.510
538.910	9032.570
538.960	9032.600
539.040	9032.620
539.200	9032.570
539.260	9032.540
539.330	9032.540
539.410	9032.600
539.400	9032.660
539.240	9032.730
539.140	9032.750
539.080	9032.770
538.980	9032.780
538.850	9032.790
538.790	9032.790
538.710	9032.810
538.680	9032.890
538.670	9033.020
538.680	9033.090
538.700	9033.140
538.740	9033.250
538.770	9033.310
538.840	9033.320
538.890	9033.370
538.910	9033.440
538.890	9033.500
538.870	9033.560
538.860	9033.630
538.840	9033.710
538.830	9033.790
538.830	9033.850
538.850	9033.940
538.880	9033.980
538.920	9034.020
539.010	9034.050
539.090	9034.060
539.180	9034.060
539.290	9034.080
539.340	9034.140
539.320	9034.240
539.270	9034.280
539.270	9034.370
539.220	9034.420
539.110	9034.460
539.050	9034.440
538.980	9034.420
538.890	9034.380
538.840	9034.350
538.780	9034.310
538.700	9034.300
538.760	9034.370
538.830	9034.420
538.860	9034.470
538.910	9034.560
538.900	9034.670
538.900	9034.720
538.930	9034.840
539.000	9034.900
539.050	9034.930
539.130	9034.980
539.190	9035.030
539.210	9035.130
539.190	9035.140
539.120	9035.190
539.050	9035.180
538.970	9035.150
538.910	9035.120
538.830	9035.080
538.760	9035.010
538.670	9034.980
538.690	9035.040
538.710	9035.100
538.730	9035.170
538.780	9035.280
538.800	9035.340
538.840	9035.400
538.880	9035.490
538.940	9035.590
538.980	9035.700
539.000	9035.740
539.040	9035.810
539.070	9035.870
539.100	9035.960
539.150	9036.040
539.170	9036.100
539.210	9036.170
539.250	9036.250
539.270	9036.310
539.310	9036.380
539.340	9036.460
539.390	9036.550
539.450	9036.650
539.490	9036.700
539.540	9036.780
539.610	9036.890
539.650	9036.970
539.680	9037.040
539.690	9037.140
539.700	9037.220
539.710	9037.290
539.730	9037.380
539.740	9037.440
539.750	9037.500
539.770	9037.560
539.800	9037.640
539.820	9037.730
539.830	9037.810
539.840	9037.940
539.840	9038.020
539.840	9038.080
539.840	9038.170
539.840	9038.250
539.850	9038.360
539.860	9038.440
539.900	9038.570
539.930	9038.660
539.970	9038.740
540.010	9038.800
540.050	9038.870
540.120	9038.930
540.190	9038.990
540.280	9039.040
540.360	9039.100
540.430	9039.140
540.490	9039.190
540.540	9039.250
540.560	9039.330
540.570	9039.400
540.600	9039.490
540.630	9039.540
540.690	9039.600
540.730	9039.660
540.790	9039.700
540.870	9039.750
540.920	9039.800
540.990	9039.850
541.100	9039.940
541.140	9039.980
541.210	9040.060
541.240	9040.130
541.270	9040.180
541.330	9040.260
541.350	9040.330
541.370	9040.450
541.390	9040.540
541.420	9040.620
541.440	9040.690
541.460	9040.760
541.480	9040.810
541.530	9040.870
541.570	9040.900
541.640	9040.940
541.700	9040.980
541.750	9041.040
541.750	9041.110
541.690	9041.130
541.620	9041.100
541.650	9041.190
541.680	9041.290
541.690	9041.380
541.710	9041.460
541.740	9041.520
541.780	9041.620
541.830	9041.690
541.860	9041.750
541.900	9041.820
541.950	9041.870
542.020	9041.970
542.130	9042.070
542.280	9042.200
542.350	9042.300
542.420	9042.380
542.460	9042.430
542.520	9042.470
542.560	9042.520
542.620	9042.590
542.670	9042.680
542.730	9042.730
542.770	9042.800
542.830	9042.900
542.850	9042.970
542.880	9043.010
542.950	9043.070
543.000	9043.080
543.100	9043.100
543.170	9043.120
543.270	9043.170
543.330	9043.200
543.400	9043.230
543.450	9043.260
543.510	9043.300
543.570	9043.340
543.620	9043.400
543.660	9043.450
543.720	9043.510
543.770	9043.600
543.840	9043.640
543.910	9043.670
543.920	9043.700
543.950	9043.750
543.940	9043.780
543.940	9043.790
543.930	9043.830
543.850	9043.840
543.770	9043.820
543.660	9043.770
543.620	9043.720
543.580	9043.640
543.530	9043.610
543.480	9043.560
543.410	9043.530
543.350	9043.500
543.280	9043.480
543.160	9043.430
543.080	9043.420
543.000	9043.430
542.950	9043.430
542.880	9043.430
542.840	9043.410
542.750	9043.350
542.650	9043.210
542.630	9043.140
542.610	9043.100
542.570	9043.030
542.530	9042.980
542.490	9042.930
542.450	9042.890
542.420	9042.820
542.370	9042.710
542.320	9042.640
542.280	9042.570
542.220	9042.530
542.170	9042.500
542.100	9042.470
542.050	9042.430
541.980	9042.360
541.940	9042.330
541.910	9042.300
541.880	9042.340
541.840	9042.390
541.790	9042.440
541.750	9042.490
541.700	9042.540
541.650	9042.580
541.610	9042.640
541.560	9042.680
541.520	9042.730
541.460	9042.780
541.420	9042.800
541.360	9042.810
541.310	9042.800
541.250	9042.770
541.200	9042.740
541.130	9042.680
541.110	9042.650
541.090	9042.640
541.060	9042.580
541.020	9042.500
540.990	9042.420
540.980	9042.330
540.980	9042.290
540.980	9042.270
541.010	9042.190
541.080	9042.190
541.140	9042.190
541.210	9042.210
541.310	9042.210
541.410	9042.220
541.500	9042.190
541.610	9042.150
541.650	9042.120
541.680	9042.050
541.690	9042.020
541.660	9041.940
541.590	9041.800
541.550	9041.670
541.490	9041.490
541.440	9041.270
541.410	9041.130
541.360	9041.020
541.320	9040.910
541.270	9040.790
541.240	9040.680
541.200	9040.580
541.160	9040.510
541.130	9040.430
541.050	9040.290
541.000	9040.230
540.940	9040.180
540.880	9040.130
540.810	9040.080
540.730	9040.040
540.670	9040.000
540.600	9039.970
540.540	9039.940
540.430	9039.850
540.380	9039.750
540.320	9039.660
540.260	9039.600
540.190	9039.530
540.140	9039.450
540.050	9039.370
540.000	9039.310
539.920	9039.200
539.840	9039.080
539.780	9038.990
539.730	9038.920
539.670	9038.810
539.620	9038.750
539.540	9038.630
539.490	9038.560
539.430	9038.480
539.380	9038.430
539.280	9038.280
539.260	9038.230
539.230	9038.120
539.210	9037.980
539.210	9037.900
539.210	9037.670
539.200	9037.540
539.190	9037.410
539.190	9037.300
539.180	9037.220
539.160	9037.120
539.160	9037.060
539.130	9036.920
539.110	9036.850
539.070	9036.740
539.010	9036.580
538.990	9036.510
538.960	9036.440
538.880	9036.290
538.810	9036.160
538.750	9036.050
538.660	9035.880
538.610	9035.740
538.590	9035.670
538.540	9035.570
538.500	9035.490
538.420	9035.350
538.380	9035.270
538.340	9035.200
538.300	9035.070
538.250	9035.010
538.190	9034.930
538.100	9034.850
538.030	9034.820
537.950	9034.790
537.900	9034.670
537.960	9034.600
538.020	9034.600
538.110	9034.590
538.190	9034.580
538.320	9034.560
538.400	9034.520
538.410	9034.450
538.400	9034.310
538.370	9034.190
538.310	9034.030
538.260	9033.910
538.230	9033.820
538.100	9033.810
538.010	9033.840
537.950	9033.870
537.860	9033.910
537.780	9033.950
537.680	9033.980
537.570	9034.020
537.470	9034.040
537.350	9034.060
537.300	9034.090
537.240	9034.150
537.200	9034.190
537.190	9034.260
537.200	9034.320
537.200	9034.430
537.110	9034.450
537.030	9034.420
536.970	9034.370
536.900	9034.340
536.760	9034.260
536.680	9034.260
536.590	9034.280
536.490	9034.320
536.410	9034.370
536.330	9034.400
536.240	9034.470
536.160	9034.520
536.100	9034.560
536.040	9034.560
536.020	9034.500
536.030	9034.420
536.080	9034.320
536.100	9034.230
536.190	9034.190
536.270	9034.190
536.370	9034.210
536.460	9034.160
536.550	9034.100
536.600	9034.070
536.590	9034.010
536.580	9033.940
536.610	9033.820
536.680	9033.820
536.770	9033.850
536.830	9033.870
536.890	9033.880
537.000	9033.880
537.090	9033.850
537.140	9033.800
537.190	9033.730
537.230	9033.670
537.270	9033.630
537.330	9033.570
537.370	9033.520
537.410	9033.480
537.450	9033.430
537.480	9033.390
537.530	9033.330
537.570	9033.270
537.600	9033.190
537.640	9033.120
537.670	9033.050
537.710	9032.980
537.780	9032.890
537.820	9032.810
537.830	9032.750
537.820	9032.680
537.750	9032.660
537.680	9032.700
537.590	9032.690
537.650	9032.620
537.690	9032.590
537.760	9032.540
537.800	9032.450
537.780	9032.390
537.720	9032.310
537.690	9032.260
537.730	9032.170
537.770	9032.090
537.770	9032.030
537.710	9031.990
537.650	9032.020
537.590	9032.070
537.560	9032.130
537.530	9032.180
537.470	9032.250
537.430	9032.290
537.380	9032.350
537.340	9032.390
537.250	9032.460
537.160	9032.490
537.060	9032.450
537.030	9032.390
537.030	9032.310
537.090	9032.240
537.140	9032.190
537.170	9032.150
537.230	9032.100
537.280	9032.040
537.330	9031.980
537.390	9031.920
537.450	9031.850
537.490	9031.810
537.510	9031.740
537.570	9031.660
537.590	9031.610
537.600	9031.520
537.580	9031.440
537.550	9031.400
537.480	9031.390
537.400	9031.390
537.370	9031.340
537.380	9031.240
537.410	9031.160
537.450	9031.080
537.470	9031.020
537.490	9030.980
537.490	9030.910
537.460	9030.870
537.390	9030.870
537.320	9030.910
537.250	9030.930
537.190	9030.940
537.120	9030.900
537.100	9030.840
537.100	9030.790
537.130	9030.740
537.180	9030.700
537.260	9030.650
537.290	9030.590
537.250	9030.520
537.170	9030.530
537.120	9030.550
537.050	9030.600
536.960	9030.620
536.910	9030.610
536.840	9030.610
536.790	9030.620
536.700	9030.650
536.640	9030.680
536.590	9030.710
536.500	9030.770
536.410	9030.820
536.360	9030.860
536.300	9030.900
536.230	9030.960
536.180	9030.990
536.120	9031.020
536.030	9031.030
535.990	9030.990
536.000	9030.900
536.040	9030.860
536.090	9030.810
536.150	9030.760
536.200	9030.720
536.300	9030.660
536.360	9030.620
536.410	9030.590
536.470	9030.510
536.410	9030.480
536.340	9030.410
536.310	9030.350
536.370	9030.300
536.420	9030.270
536.490	9030.260
536.560	9030.270
536.630	9030.280
536.690	9030.260
536.740	9030.200
536.800	9030.170
536.850	9030.140
536.910	9030.110
536.970	9030.070
537.030	9030.040
537.130	9030.090
537.170	9030.160
537.220	9030.250
537.300	9030.250
537.330	9030.170
537.280	9030.090
537.240	9030.010
537.240	9029.890
537.260	9029.800
537.280	9029.740
537.310	9029.680
537.350	9029.590
537.330	9029.530
537.260	9029.480
537.160	9029.520
537.090	9029.560
536.970	9029.570
536.940	9029.500
536.960	9029.430
537.020	9029.350
536.970	9029.320
536.920	9029.330
536.900	9029.250
536.950	9029.210
537.060	9029.230
537.170	9029.250
537.220	9029.270
537.270	9029.220
537.240	9029.170
537.270	9029.110
537.330	9029.080
537.370	9028.960
537.390	9028.900
537.380	9028.830
537.360	9028.770
537.250	9028.730
537.150	9028.740
537.090	9028.750
537.020	9028.770
536.960	9028.780
536.880	9028.770
536.830	9028.720
536.760	9028.680
536.690	9028.670
536.620	9028.690
536.550	9028.700
536.500	9028.700
536.420	9028.710
536.360	9028.740
536.300	9028.770
536.240	9028.810
536.160	9028.890
536.090	9028.930
536.030	9028.990
535.930	9029.010
535.880	9028.950
535.900	9028.860
535.950	9028.790
536.050	9028.690
536.100	9028.640
536.190	9028.590
536.210	9028.530
536.240	9028.450
536.290	9028.390
536.370	9028.400
536.420	9028.410
536.490	9028.430
536.600	9028.460
536.640	9028.420
536.710	9028.370
536.770	9028.320
536.850	9028.310
536.910	9028.320
537.040	9028.390
537.080	9028.420
537.160	9028.460
537.210	9028.480
537.300	9028.490
537.390	9028.470
537.430	9028.410
537.430	9028.350
537.390	9028.290
537.320	9028.260
537.240	9028.290
537.170	9028.310
537.100	9028.300
537.050	9028.270
537.020	9028.210
537.010	9028.150
536.960	9028.100
536.880	9028.120
536.820	9028.150
536.760	9028.140
536.710	9028.090
536.660	9028.010
536.600	9027.950
536.540	9027.940
536.510	9027.980
536.500	9028.050
536.490	9028.130
536.440	9028.210
536.390	9028.260
536.300	9028.290
536.250	9028.300
536.170	9028.320
536.050	9028.340
535.990	9028.350
535.940	9028.340
535.910	9028.280
535.940	9028.240
536.040	9028.190
536.090	9028.160
536.190	9028.110
536.170	9028.060
536.100	9028.060
535.970	9028.070
535.910	9028.070
535.850	9028.050
535.850	9027.990
535.890	9027.940
535.950	9027.890
536.020	9027.870
535.990	9027.820
535.970	9027.750
535.980	9027.710
535.990	9027.660
536.070	9027.630
536.160	9027.630
536.220	9027.650
536.350	9027.680
536.360	9027.590
536.300	9027.540
536.220	9027.510
536.170	9027.500
536.060	9027.530
535.980	9027.540
535.950	9027.480
535.940	9027.420
535.850	9027.400
535.730	9027.370
535.670	9027.320
535.650	9027.260
535.670	9027.220
535.740	9027.200
535.820	9027.150
535.870	9027.130
535.940	9027.140
536.010	9027.160
536.070	9027.190
536.120	9027.220
536.210	9027.240
536.280	9027.260
536.360	9027.280
536.440	9027.320
536.550	9027.340
536.630	9027.350
536.720	9027.330
536.800	9027.310
536.860	9027.210
536.810	9027.170
536.730	9027.140
536.610	9027.110
536.520	9027.110
536.420	9027.120
536.290	9027.100
536.180	9027.020
536.160	9026.960
536.180	9026.900
536.280	9026.880
536.330	9026.880
536.400	9026.900
536.540	9026.910
536.630	9026.900
536.590	9026.830
536.520	9026.810
536.400	9026.790
536.310	9026.750
536.250	9026.720
536.200	9026.700
536.160	9026.640
536.190	9026.570
536.230	9026.530
536.290	9026.510
536.370	9026.510
536.420	9026.510
536.490	9026.510
536.540	9026.480
536.500	9026.400
536.440	9026.360
536.380	9026.320
536.260	9026.300
536.200	9026.330
536.130	9026.380
536.080	9026.410
535.990	9026.440
535.880	9026.420
535.780	9026.400
535.730	9026.430
535.710	9026.490
535.680	9026.560
535.610	9026.600
535.540	9026.590
535.490	9026.520
535.540	9026.460
535.560	9026.380
535.510	9026.350
535.400	9026.320
535.330	9026.320
535.270	9026.320
535.230	9026.260
535.220	9026.190
535.250	9026.110
535.290	9026.060
535.340	9025.980
535.400	9025.940
535.470	9025.910
535.570	9025.910
535.640	9025.910
535.750	9025.940
535.840	9025.960
535.980	9025.960
536.050	9025.930
536.080	9025.880
536.020	9025.830
535.910	9025.770
535.860	9025.720
535.790	9025.660
535.730	9025.590
535.670	9025.490
535.650	9025.420
535.670	9025.320
535.750	9025.300
535.840	9025.330
535.890	9025.380
535.980	9025.470
536.040	9025.510
536.120	9025.550
536.210	9025.600
536.290	9025.640
536.400	9025.620
536.550	9025.630
536.660	9025.670
536.710	9025.620
536.740	9025.490
536.780	9025.370
536.830	9025.290
536.850	9025.230
536.840	9025.160
536.790	9025.110
536.730	9025.080
536.610	9025.070
536.470	9025.080
536.350	9025.070
536.210	9025.080
536.140	9025.080
536.080	9025.070
536.020	9025.040
535.970	9024.920
535.920	9024.830
535.880	9024.790
535.830	9024.750
535.670	9024.760
535.580	9024.730
535.520	9024.640
535.510	9024.550
535.540	9024.480
535.610	9024.380
535.720	9024.330
535.790	9024.300
535.800	9024.230
535.750	9024.150
535.730	9024.090
535.690	9023.990
535.710	9023.900
535.740	9023.850
535.790	9023.790
535.860	9023.800
535.960	9023.820
536.070	9023.880
536.150	9023.940
536.260	9024.020
536.360	9024.090
536.440	9024.160
536.480	9024.190
536.650	9024.300
536.760	9024.380
536.830	9024.400
536.900	9024.390
537.020	9024.370
537.130	9024.330
537.170	9024.290
537.140	9024.230
537.080	9024.190
537.000	9024.170
536.940	9024.160
536.790	9024.110
536.730	9024.080
536.640	9024.030
536.570	9023.990
536.510	9023.950
536.430	9023.900
536.350	9023.840
536.310	9023.760
536.330	9023.690
536.410	9023.690
536.500	9023.740
536.570	9023.780
536.640	9023.810
536.760	9023.850
536.840	9023.850
536.860	9023.780
536.870	9023.720
536.830	9023.620
536.770	9023.540
536.700	9023.450
536.660	9023.350
536.700	9023.300
536.780	9023.300
536.870	9023.360
536.920	9023.390
536.990	9023.390
537.020	9023.350
537.060	9023.280
537.090	9023.240
537.100	9023.300
537.100	9023.390
537.110	9023.470
537.160	9023.530
537.280	9023.640
537.340	9023.620
537.380	9023.570
537.380	9023.510
537.390	9023.400
537.370	9023.300
537.390	9023.230
537.390	9023.170
537.370	9023.100
537.370	9023.040
537.360	9022.950
537.300	9022.800
537.250	9022.730
537.180	9022.600
537.090	9022.470
537.070	9022.420
537.020	9022.390
536.960	9022.360
536.880	9022.430
536.840	9022.500
536.780	9022.500
536.750	9022.450
536.670	9022.340
536.650	9022.270
536.690	9022.210
536.730	9022.150
536.740	9022.090
536.740	9022.020
536.660	9022.000
536.580	9022.010
536.380	9022.000
536.360	9021.940
536.420	9021.910
536.470	9021.850
536.520	9021.800
536.560	9021.720
536.530	9021.670
536.390	9021.650
536.370	9021.590
536.410	9021.550
536.440	9021.460
536.410	9021.410
536.340	9021.390
536.270	9021.380
536.190	9021.400
536.120	9021.410
536.050	9021.380
536.000	9021.300
535.970	9021.190
535.950	9021.120
535.930	9021.070
535.890	9021.030
535.830	9020.970
535.770	9020.920
535.670	9020.840
535.620	9020.800
535.580	9020.750
535.530	9020.710
535.460	9020.690
535.440	9020.700
535.450	9020.730
535.490	9020.840
535.540	9020.960
535.570	9021.040
535.620	9021.160
535.700	9021.290
535.760	9021.400
535.800	9021.550
535.840	9021.740
535.920	9021.930
535.960	9022.060
535.980	9022.130
536.020	9022.300
536.070	9022.480
536.090	9022.600
536.070	9022.830
536.020	9023.010
535.960	9023.170
535.850	9023.290
535.710	9023.420
535.570	9023.480
535.450	9023.590
535.300	9023.760
535.180	9023.940
535.130	9024.100
535.040	9024.220
535.000	9024.380
534.920	9024.580
534.870	9024.750
534.810	9024.910
534.700	9025.140
534.620	9025.440
534.570	9025.650
534.530	9025.870
534.440	9026.190
534.410	9026.410
534.410	9026.520
534.410	9026.620
534.420	9026.800
534.420	9026.990
534.420	9027.210
534.390	9027.490
534.350	9027.710
534.310	9027.930
534.290	9028.170
534.230	9028.560
534.180	9028.930
534.140	9029.070
534.110	9029.180
534.090	9029.310
534.070	9029.450
534.070	9029.550
534.130	9029.690
534.150	9029.790
534.150	9029.880
534.200	9030.010
534.200	9030.170
534.250	9030.360
534.250	9030.480
534.210	9030.630
534.010	9030.810
533.840	9031.090
533.740	9031.210
533.650	9031.290
533.490	9031.440
533.380	9031.770
533.300	9031.940
533.190	9032.150
533.120	9032.330
532.950	9032.550
532.820	9032.690
532.710	9032.840
532.600	9032.980
532.430	9033.240
532.310	9033.470
532.150	9033.770
531.970	9034.030
531.840	9034.190
531.780	9034.230
531.470	9034.320
531.240	9034.390
531.010	9034.430
530.800	9034.560
530.610	9034.880
530.470	9035.010
530.380	9035.220
530.160	9035.420
530.060	9035.450
529.820	9035.630
529.500	9035.920
529.320	9035.980
529.090	9036.050
528.800	9036.150
528.470	9036.150
528.310	9036.140
528.110	9036.220
527.850	9036.350
527.740	9036.600
527.650	9036.810
527.580	9037.000
527.530	9037.300
527.420	9037.610
527.400	9037.740
527.320	9037.890
527.250	9038.130
527.190	9038.340
527.110	9038.580
527.100	9038.980
527.060	9039.210
527.070	9039.380
527.050	9039.570
527.040	9039.910
527.130	9040.220
527.140	9040.640
527.140	9041.070
527.150	9041.390
527.140	9041.630
527.160	9041.740
527.230	9042.030
527.280	9042.170
527.340	9042.380
527.330	9042.660
527.350	9042.960
527.360	9043.200
527.410	9043.330
527.560	9043.850
527.600	9044.060
527.660	9044.220
527.730	9044.360
527.820	9044.580
527.920	9044.730
527.990	9044.980
528.130	9045.250
528.270	9045.610
528.330	9045.940
528.350	9046.310
528.310	9046.720
528.200	9046.980
528.130	9047.290
527.870	9047.610
527.650	9047.810
527.520	9047.900
527.300	9047.970
526.910	9048.100
526.790	9048.170
526.520	9048.390
526.260	9048.500
526.030	9048.600
525.800	9048.740
525.560	9048.880
525.350	9049.070
525.200	9049.190
524.880	9049.420
524.740	9049.470
524.470	9049.590
524.230	9049.640
524.020	9049.680
523.830	9049.680
523.670	9049.700
523.220	9049.720
522.980	9049.790
522.650	9049.940
522.400	9050.090
522.000	9050.240
521.730	9050.370
521.410	9050.470
521.080	9050.600
520.940	9050.700
520.500	9051.080
520.410	9051.180
520.190	9051.340
519.980	9051.470
519.770	9051.680
519.520	9051.840
519.290	9051.960
519.130	9052.040
519.020	9052.140
518.910	9052.130
518.640	9052.040
518.390	9052.020
518.190	9051.930
517.980	9051.690
517.840	9051.450
517.810	9051.180
517.810	9050.900
517.770	9050.650
517.680	9050.410
517.570	9050.130
517.420	9049.940
517.190	9049.920
517.040	9049.950
516.790	9050.030
516.700	9050.110
516.590	9050.220
516.450	9050.370
516.310	9050.480
516.130	9050.780
516.050	9050.990
515.930	9051.260
515.820	9051.550
515.770	9051.790
515.740	9052.050
515.720	9052.350
515.730	9052.650
515.780	9052.900
515.790	9053.160
515.790	9053.440
515.790	9053.690
515.810	9053.990
515.800	9054.330
515.820	9054.550
515.880	9054.880
515.840	9055.080
515.820	9055.300
515.750	9055.510
515.660	9055.760
515.580	9056.050
515.480	9056.230
515.270	9056.390
515.130	9056.550
515.000	9056.790
514.770	9057.040
514.590	9057.310
514.460	9057.610
514.360	9057.780
514.260	9057.920
514.130	9058.080
513.980	9058.360
513.980	9058.650
513.960	9058.830
513.930	9059.150
513.920	9059.360
513.950	9059.500
513.990	9059.630
514.050	9059.780
514.050	9059.920
514.120	9060.090
514.180	9060.240
514.240	9060.380
514.270	9060.470
514.380	9060.610
514.380	9060.860
514.340	9061.150
514.300	9061.380
514.230	9061.680
514.120	9061.960
514.020	9062.130
513.790	9062.310
513.550	9062.630
513.370	9062.850
513.090	9062.890
512.750	9062.830
512.370	9062.860
512.150	9063.000
511.840	9063.090
511.610	9063.220
511.350	9063.530
511.150	9063.790
510.850	9064.040
510.560	9064.200
510.180	9064.380
509.590	9064.510
509.100	9064.520
508.670	9064.510
508.140	9064.510
507.910	9064.470
507.690	9064.400
507.750	9064.550
507.840	9064.720
507.910	9064.880
507.930	9065.030
507.910	9065.200
507.850	9065.320
507.690	9065.500
507.490	9065.670
507.440	9065.730
507.430	9065.840
507.430	9065.980
507.470	9066.160
507.590	9066.600
507.620	9066.790
507.640	9067.090
507.650	9067.380
507.670	9067.580
507.690	9067.980
507.670	9068.170
507.700	9068.420
507.850	9068.680
508.020	9069.030
508.110	9069.320
508.130	9069.550
508.090	9069.710
507.890	9069.920
507.730	9070.110
507.630	9070.310
507.680	9070.570
507.780	9070.780
507.870	9071.090
507.870	9071.370
507.790	9071.580
507.640	9071.830
507.530	9072.100
507.470	9072.340
507.550	9072.610
507.730	9072.880
507.800	9073.070
507.900	9073.550
507.960	9073.670
508.000	9073.790
508.160	9073.940
508.410	9074.040
508.740	9074.210
509.030	9074.320
509.200	9074.420
509.610	9074.680
510.040	9074.930
510.270	9074.980
510.500	9075.070
510.790	9075.240
511.030	9075.370
511.230	9075.490
511.460	9075.660
511.660	9075.890
511.810	9076.160
511.960	9076.410
511.990	9076.670
511.940	9076.960
511.850	9077.130
511.720	9077.450
511.650	9077.610
511.450	9077.800
511.240	9078.020
511.130	9078.150
511.130	9078.300
511.300	9078.510
511.530	9078.630
511.790	9078.900
511.920	9079.050
512.170	9079.110
512.420	9079.120
512.690	9079.230
512.870	9079.380
513.080	9079.480
513.370	9079.650
513.840	9079.970
513.910	9080.090
514.060	9080.230
514.260	9080.390
514.420	9080.520
514.670	9080.700
514.910	9080.850
515.050	9080.900
515.160	9080.970
515.380	9081.120
515.590	9081.280
515.790	9081.410
515.980	9081.530
516.170	9081.610
516.430	9081.690
516.640	9081.700
516.820	9081.710
517.000	9081.810
517.170	9081.970
517.330	9082.070
517.530	9082.170
517.770	9082.280
518.150	9082.490
518.290	9082.570
518.570	9082.780
518.750	9082.900
518.870	9082.950
519.050	9082.980
519.320	9083.010
519.600	9082.990
519.800	9082.970
520.020	9082.990
520.150	9082.990
520.310	9082.990
520.570	9083.050
520.850	9083.140
521.190	9083.190
521.430	9083.240
521.700	9083.310
521.860	9083.370
522.100	9083.450
522.330	9083.490
522.590	9083.570
522.870	9083.610
523.070	9083.760
523.280	9083.980
523.390	9084.110
523.530	9084.290
523.690	9084.410
523.910	9084.560
524.100	9084.720
524.290	9084.850
524.420	9084.980
524.520	9085.140
524.600	9085.320
524.690	9085.610
524.730	9085.730
524.740	9085.860
524.690	9085.970
524.530	9086.140
524.360	9086.280
524.130	9086.410
523.980	9086.450
523.800	9086.510
523.600	9086.560
523.460	9086.590
523.270	9086.640
523.100	9086.660
522.960	9086.750
522.820	9086.850
522.660	9086.970
522.410	9087.110
522.180	9087.190
521.990	9087.270
521.890	9087.340
521.780	9087.470
521.760	9087.750
521.830	9087.930
521.910	9088.150
522.010	9088.330
522.130	9088.510
522.230	9088.700
522.270	9088.800
522.480	9089.230
522.510	9089.320
522.540	9089.450
522.600	9089.630
522.720	9089.780
522.830	9089.900
523.080	9090.100
523.350	9090.340
523.350	9090.420
523.370	9090.730
523.310	9090.870
523.050	9091.160
522.770	9091.230
522.280	9091.280
522.050	9091.300
521.980	9091.260
521.850	9091.240
521.440	9091.170
521.000	9091.100
520.900	9091.060
520.740	9091.030
520.470	9091.010
520.220	9090.920
519.990	9090.830
519.730	9090.800
519.480	9090.800
519.270	9090.840
519.060	9090.950
518.900	9091.190
518.800	9091.250
518.610	9091.240
518.420	9091.220
518.220	9091.110
517.930	9090.900
517.810	9090.810
517.720	9090.760
517.590	9090.720
517.450	9090.750
517.250	9090.780
517.090	9090.790
516.630	9090.800
516.450	9090.820
516.270	9090.890
516.070	9090.970
515.860	9091.060
515.650	9091.190
515.440	9091.320
515.210	9091.500
515.020	9091.660
514.790	9091.790
514.570	9091.880
514.380	9091.950
514.110	9092.040
513.830	9092.050
513.560	9092.060
513.470	9092.150
513.370	9092.400
513.380	9092.540
513.440	9092.690
513.560	9092.840
513.770	9092.980
514.100	9093.170
514.360	9093.360
514.540	9093.520
514.760	9093.740
514.990	9093.890
515.240	9094.160
515.410	9094.380
515.440	9094.520
515.260	9094.660
515.010	9094.810
514.750	9095.090
514.600	9095.280
514.520	9095.380
514.360	9095.500
514.250	9095.640
514.200	9095.800
514.310	9096.030
514.410	9096.170
514.540	9096.350
514.590	9096.520
514.650	9096.680
514.630	9096.800
514.590	9096.910
514.420	9096.950
514.280	9097.050
513.990	9097.150
513.760	9097.180
513.520	9097.180
513.370	9097.210
513.130	9097.210
512.880	9097.240
512.700	9097.300
512.510	9097.440
512.380	9097.560
512.200	9097.670
511.980	9097.780
511.700	9097.860
511.500	9097.900
511.200	9097.990
510.960	9098.030
510.750	9098.080
510.500	9098.170
510.340	9098.260
510.280	9098.400
510.230	9098.530
510.150	9098.640
510.030	9098.820
509.910	9099.010
509.710	9099.220
509.480	9099.380
509.150	9099.710
509.040	9099.850
508.850	9099.990
508.730	9100.130
508.520	9100.370
508.390	9100.530
508.210	9100.750
508.010	9100.950
507.840	9101.180
507.630	9101.430
507.510	9101.490
507.370	9101.640
507.170	9101.810
507.020	9101.960
506.930	9102.130
506.980	9102.510
507.070	9102.800
507.150	9103.010
507.190	9103.210
507.230	9103.440
507.250	9103.660
507.270	9103.870
507.280	9104.030
507.280	9104.190
507.300	9104.400
507.370	9104.600
507.470	9104.820
507.590	9104.990
507.900	9105.240
508.140	9105.380
508.290	9105.450
508.530	9105.730
508.620	9105.860
508.710	9105.980
508.810	9106.080
508.970	9106.180
509.180	9106.340
509.300	9106.500
509.320	9106.650
509.410	9106.860
509.540	9107.080
509.640	9107.320
